140	46	8	程序设计题	20	4	2
141	47	1	单选题	15	1	5
142	47	3	填空题	12	2	4
143	47	7	程序分析	30	3	5
144	47	8	编程题	43	4	3
145	48	1	单选题	24	1	8
146	48	3	填空题	45	2	5
147	48	7	分析题	31	3	4
148	49	1	单选题	45	1	15
149	49	2	多选题	5	2	1
153	49	7	界面设计题	36	5	1
154	49	3	填空题	4	3	2
155	49	4	判断题	10	4	5
157	51	1	单选题	43	1	86
158	51	3	填空题	42.5	2	33
159	51	4	判断题	13	3	13
160	51	5	简答题	0	4	0
161	51	6	计算题	0	5	0
162	51	9	改错	0	6	0
163	51	7	分析题	28	7	28
165	52	5	简答题	0	1	0
166	52	8	编程题	80	2	7
167	53	8	编程题	100	1	4
168	54	1	单选择题	20	1	17
169	54	2	多选择题	20	2	10
170	54	3	填空题	28	3	11
171	54	4	判断题	6	4	6
172	54	5	简答题	10	5	2
173	54	7	设计分析题	7	6	1
174	54	8	程序设计题	9	7	1
175	55	1	单选题	25	1	25
176	55	2	多选题	14	2	7
177	55	3	填空题	10	3	5
178	55	4	判断题	20	4	10
179	55	5	简答题	20	5	2
180	55	7	分析设计题	11	6	1
181	56	8	编程题	100	1	4
182	57	8	编程题	100	1	4
183	58	1	单项选择题	40	1	8
184	58	2	多项选择题	10	2	1
185	58	3	填空题	30	3	8
186	58	8	简单程序编写题	20	4	1
187	59	1	单项选择题	60	1	15
188	59	3	填空题	40	2	10
189	60	1	单选题	50	1	25
190	60	3	填空题	36	2	10
191	60	8	编程题	14	3	1
192	61	1		68	1	26
193	61	3		30	2	10
194	61	4		2	3	1
195	62	1	单项选择题	80	1	15
196	62	3	填空题	10	2	2
197	62	4	判定题	10	3	5
198	63	1	单项选择题	23	1	23
199	63	3	填空题	30	2	15
200	63	4	判定题	4	3	2
201	63	5	程序阅读题	5	4	1
202	63	7	程序分析题	15	5	2
203	63	8	编程题	23	6	3
204	64	1	单选题	40	1	40
205	64	3	填空题	15	2	14
206	64	4	判断题	5	3	5
207	64	5	简答题	5	4	1
208	64	7	分析程序题	20	5	2
209	64	8	编程题	15	6	3
210	65	1	选择题	60	1	30
211	65	3	填空题	20	2	10
213	65	7	分析题	10	4	2
214	65	8	程序设计题	10	5	1
215	66	1	选择题	76	1	38
216	66	3	填空题	16	2	8
217	66	8	程序题	8	3	1
218	67	1	单项选择题	48	1	6
219	67	4	判断题	15	2	3
220	67	7	解答题	37	3	2
221	68	1	单项选择题	60	1	15
222	68	3	填空题	5	2	1
223	68	8	编程应用题	35	3	3
224	69	1	单选题	20	1	10
227	69	7	分析题	30	2	2
228	69	8	程序题	50	3	4
229	70	1	单项选择题	40	1	20
230	70	3	程序填空题	14	2	3
231	70	4	命题判断题	4	3	2
232	70	8	应用编程题	42	4	4
233	71	1		38	1	19
234	71	3		14	2	3
235	71	4		4	3	2
237	71	8		44	4	4
239	73	1	选择题	38	1	19
240	73	3	填空题	14	2	3
241	73	4	判断题	4	3	2
243	73	8	程序设计题	44	4	4
244	72	1	单项选择题	64	1	32
245	72	3	填空题	16	2	5
246	72	7	设计分析题	20	3	3
247	74	1	单选题	76	1	38
248	74	3	填空题	8	2	5
250	74	7	分析题	6	3	3
251	74	8	程序设计题	10	4	2
252	75	1	单项选择题	35	1	7
253	75	3	填空题	25	2	4
254	75	8	程序设计题	40	3	1
255	76	1	单项选择题	20	1	10
256	76	3	填空题	27	2	5
257	76	4	判定题	12	3	4
258	76	8	应用编程题	41	4	4
259	78	1	单选题	38	1	19
260	78	3	填空题	28	2	9
261	78	4	判断题	4	3	4
262	78	8	程序设计题	30	4	5
264	77	1	选择题	30	1	15
265	77	3	填空题	18	2	6
266	77	5	简答题	16	3	4
267	77	7	分析题	18	4	3
268	77	6	计算题	18	5	2
269	79	1	单项选择题	55	1	11
270	79	3	填空题	5	2	1
271	79	8	程序设计题目	140	3	9
272	80	1	单项选择题	33	1	11
273	80	3	填空题	30	2	13
274	80	4	判断题	8	3	4
275	80	8	应用编程题	29	4	2
277	81	6	计算题	20	1	3
278	81	3	填空题	20	2	4
280	82	3	作业1	28	2	9
281	82	1	作业2	22	2	11
282	81	1	单选题	10	3	5
285	83	5	简答题	60	3	4
286	83	6	计算题	40	4	3
287	84	1	单选题	20	1	20
288	84	2	多选题	18	2	9
289	84	3	填空题	10	3	4
290	84	4	判定题	30	4	15
291	84	7	设计分析题	22	5	1
292	85	1		72	1	18
293	85	3		0	2	0
294	85	4		0	3	0
295	85	7		0	4	0
296	86	8		0	1	0
297	86	6		10	2	1
298	86	1		16	3	8
299	86	5		0	4	0
300	86	7		30	5	3
301	87	1	单项选择题	54	1	18
302	87	3	填空题	20	2	5
303	87	4	判定题目	16	3	4
304	87	5	简答题	10	4	1
305	94	1	单项选择题	40	1	10
306	94	3	填空题	16	2	7
307	94	4	判断题	14	3	7
308	94	8	应用编程题	30	4	2
309	95	1	单选题	35	1	7
310	95	3	填空题	25	2	3
311	95	6	计算题	40	3	2
312	96	1	单选题	20	1	10
313	96	3	填空题	30	2	4
314	96	5	简答题	40	3	4
315	96	6	计算题	10	4	1
316	97	8	实训项目	100	1	2
323	99	2	多选	0	2	0
328	98	1	单选	20	1	20
329	98	2	多选	10	2	5
330	98	4	判断	10	3	10
331	98	5	简答	20	4	4
332	98	7	分析	10	5	1
333	98	8	程序	30	6	3
334	100	6		30	1	3
335	100	7		30	2	3
336	100	8		40	3	2
337	101	1	单项选择题	10	1	2
338	101	3	填空题	32	2	10
339	101	4	判断题	8	3	4
340	101	5	简答题	20	4	3
341	101	6	计算题	30	5	2
342	103	1	单项选择题	40	1	10
343	103	3	填空题	40	2	10
344	103	4	判断题	20	3	10
345	104	1	单选题	1.8	1	180
346	104	3	填空题	1.34	2	84
347	104	4	判断题	0.49	3	49
348	104	5	简答题	33	4	33
349	104	6	计算题	16	5	16
351	104	7	分析题	4	6	4
355	105	8	程序	120	1	12
356	106	1		78	1	39
357	106	2		15	2	5
358	106	3		104	3	39
359	106	5		40	4	4
360	106	6		20	5	2
361	108	1	单选题	50	1	25
363	108	3	填空题	10	3	6
364	108	4	判断题	14	4	7
365	108	5	简单题	10	5	1
366	108	6	计算题	16	6	1
368	109	1	单选	90	1	180
370	110	4	判断题	98	1	49
371	111	3	填空	132	1	82
372	112	3	填空	134	1	84
373	113	5	简答题	33	1	33
374	114	6	计算题	16	1	16
375	111	7		0	2	0
376	115	1	单选题	52	1	26
377	115	3	填空题	22	2	7
378	115	4	判断题	10	3	5
379	115	5	简答题	16	4	2
381	117	1	选择题	90	1	180
382	118	3	填空题	67	1	84
383	119	5	简答题	165	1	33
384	120	6	计算题	80	1	16
385	121	8	程序	33	1	1
386	122	8	程序	33.33	1	1
387	123	1	单选	42	1	42
388	123	3	填空	13	2	12
389	123	4	判断	12	3	12
390	123	5	简答	24	4	6
391	123	7	分析	15	5	3
392	124	3	填空	46	1	42
393	124	4	判断	29	2	29
394	124	5	简答	65	3	13
395	124	7	分析	30	4	3
396	125	8	实训项目	100	1	1
397	127	1	选择题	45	1	9
399	127	5	简答题	20	3	2
400	127	6	计算题	35	4	2
401	128	1	单项选择题	40	1	20
402	128	3	填空题	14	2	12
403	128	4	判断题	18	3	9
404	128	8	程序设计题	28	4	3
405	129	5		90	1	9
406	129	1		0	2	0
407	129	3		0	3	0
408	130	1	单选题	30	1	15
409	130	3	填空题	30	2	9
410	130	5	简答题	20	3	2
411	130	6	计算题	20	4	2
412	131	1	单项选择题	42	1	14
413	131	3	填空题	16	2	4
414	131	4	判断题	36	3	12
415	131	7	应用设计题	6	4	1
416	132	1	单选题	30	1	15
417	132	3	填空题	30	2	9
418	132	5	简答题	20	3	2
419	132	6	计算题	20	4	2
420	133	1	单选题	50	1	25
421	133	3	填空题	10	2	8
422	133	5	简答题	20	4	2
423	133	6	计算题	20	5	2
424	134	1	单项选择题	48	1	24
425	134	2	多项选择题	10	2	5
426	134	3	填空题	16	3	15
427	134	4	判定题	12	4	12
428	134	5	简答题	4	5	1
429	134	7	设计分析题	10	6	1
434	136	2		25	1	5
435	136	1		76	2	19
436	136	3		30	3	6
437	136	4		80	4	16
438	137	1	单选题	33	1	11
439	137	3	填空题	16	2	4
440	137	4	判定题	33	3	11
441	138	1		14	1	14
442	138	4		2	2	2
443	138	3		12	3	6
444	140	1		12	1	12
445	140	4		2	2	2
446	140	3		14	3	7
447	141	1		40	1	20
448	141	3		20	2	9
449	141	8		40	3	4
450	142	1		48	1	24
451	143	1		42	1	42
452	144	1		20	1	10
453	145	1		52	1	26
454	145	3		26	2	12
455	145	7		22	3	2
456	137	5	问答题	18	4	2
457	146	8	实训项目	100	1	3
458	147	1	单选题	40	1	20
459	147	3	填空题	26	2	20
460	147	4	判断题	15	3	15
461	147	8	程序设计题	19	4	3
462	149	1		0	1	0
463	149	3		0	2	0
464	151	1		0	1	0
465	151	3		0	2	0
466	151	4		0	3	0
467	151	2		0	4	0
468	151	5		0	5	0
469	151	6		0	6	0
470	151	7		0	7	0
471	151	8		0	8	0
472	151	9		0	9	0
473	152	1		3	1	3
474	152	2		0	2	0
475	152	3		0	3	0
476	152	4		0	4	0
477	152	5		0	5	0
478	152	6		0	6	0
479	152	7		0	7	0
480	152	8		0	8	0
481	152	9		0	9	0
482	153	1	单选题	40	1	20
483	153	3	填空题	20	2	8
484	153	9	程序改错题	20	3	4
485	153	8	程序题	20	4	2
486	154	1	单选题	0	1	0
487	154	3	填空题	0	2	0
488	154	8	程序题	0	3	0
489	154	9	程序改错题	0	4	0
490	155	1	单选题	0	1	0
491	155	3	填空题	0	2	0
492	155	9	程序改错题	0	3	0
493	155	8	程序题	0	4	0
494	156	1	单选题	50	1	25
495	156	3	填空题	19	2	11
496	156	4	判断题	5	3	5
497	156	5	简答题	6	4	3
498	156	6	计算题	20	5	4
499	157	1	单项选择题	32	1	16
500	157	3	填空题	34	2	12
501	157	4	判定题目	10	3	5
502	157	7	完形填空题目	24	4	1
503	158	1	单选题	31	1	31
504	158	3	填空题	25	2	15
505	158	4	判断题	22	3	22
506	158	5	简答题	8	4	4
507	158	6	计算题	14	5	1
508	159	1		110	1	55
509	159	2		0	2	0
510	159	3		106	3	40
511	159	4		86	4	43
512	159	5		60	5	12
513	159	6		20	6	4
514	159	7		75	7	15
515	159	8		0	8	0
516	159	9		0	9	0
517	160	1	单选题	0	1	0
518	160	2	多选题	0	2	0
519	160	3	填空题	0	3	0
520	160	4	判断题	0	4	0
521	160	5	简答题	0	5	0
522	160	6	计算题	0	6	0
523	160	7	分析题	0	7	0
524	160	8	程序设计题	0	8	0
525	160	9	程序改错题	0	9	0
526	135	1	单选题	30	1	30
527	135	2	多选题	6	2	6
528	135	3	填空题	25	3	19
529	135	4	判断题	13	4	13
530	135	5	简答题	10	5	5
531	135	7	分析题	2	6	1
532	135	8	程序设计题	14	7	3
533	135	9	程序改错题	0	8	0
534	161	1	单选题	30	1	30
535	161	2	多选题	6	2	6
536	161	3	填空题	19	3	19
537	161	4	判断题	13	4	13
538	161	5	简答题	10	5	5
539	161	6	计算题	2	6	1
540	161	7	分析题	2	7	1
541	161	8	程序设计题	18	8	3
542	162	1	单选题	100	1	100
543	163	1	单选题	100	1	100
544	164	1	单选题	51	1	51
545	165	4	判断题	67	1	67
546	166	1	单选题	44	1	22
547	166	3	填空题	22	2	7
548	166	4	判断题	5	3	5
549	166	5	简答题	29	4	2
551	167	3	填空题	117	1	97
552	168	2	多选题	29	1	29
553	169	1		42	1	42
554	170	1		33	1	33
555	171	1		29	1	29
556	172	3		134	1	84
557	172	4		49	2	49
558	172	5		30	3	6
559	172	7		12	4	2
561	172	6		8	5	2
562	173	1		29	1	29
563	174	1	单项选择题	54	1	27
564	174	3	填空题	16	2	8
565	174	4	判定题	14	3	7
566	174	5	简答题	16	4	1
567	175	8	程序设计题	140	1	14
568	176	8	程序设计题	140	1	14
569	177	1	单选题	45	2	9
570	177	6	计算题	40	4	2
572	177	3	填空题	5	1	4
573	177	5	简答题	10	3	2
574	178	1	单选题	34	1	17
575	178	3	填空题	26	2	8
577	178	5	简答题	10	4	2
578	178	6	计算题	30	5	1
579	179	1		160	1	32
580	180	1		0	1	0
581	180	2		0	2	0
582	180	3		0	3	0
583	180	4		0	4	0
584	180	5		0	5	0
585	180	6		0	6	0
586	180	7		0	7	0
587	180	8		0	8	0
588	180	9		0	9	0
589	181	5		0	2	0
590	181	6		0	3	0
591	181	8		0	4	0
592	181	7		0	5	0
593	181	9		0	6	0
594	182	1		72	1	72
595	182	2		14	2	7
596	182	3		53	3	40
597	182	4		43	4	43
598	182	5		27	5	27
599	182	6		8	6	8
600	182	7		19	7	19
601	182	8		0	8	0
602	182	9		0	9	0
603	183	6	IP地址规划	100	1	3
607	184	5		25	1	5
608	184	8		0	3	0
609	184	7		20	2	3
610	185	1	单选	360	1	180
611	185	3	填空	134	2	84
612	185	5	简答	70	3	7
613	185	6	计算	20	4	2
615	186	1	单项选择题	42	1	7
616	186	3	填空题	15	2	4
617	186	4	判定题	24	3	6
618	186	5	简答题	19	4	1
619	187	4		120	1	24
620	188	6		100	1	1
621	188	7		50	2	1
622	189	6		100	1	1
623	190	1	选择题	46	1	23
624	190	3	填空题	22	2	11
625	190	4	判定题	22	3	11
626	190	6	计算题	10	4	1
627	191	1		135	1	27
628	192	1	单选择题	44	1	11
629	192	3	填空题	12	2	4
630	192	4	判定题	18	3	6
631	192	6	计算题	26	4	2
632	193	1	单选题	40	1	20
633	193	2	多选题	0	2	0
634	193	3	填空题	22	3	10
635	193	4	判断题	18	4	9
636	193	8	程序设计题	20	5	2
637	194	8	程序设计题	100	1	4
638	195	1		30	1	15
639	195	4		25	2	25
640	195	5		15	3	3
641	195	6		20	4	2
642	195	8		0	5	0
643	196	1	单项选择题	25	1	5
644	196	3	填空题	10	2	2
645	196	4	判定题	25	3	5
646	196	6	计算题	40	4	2
647	197	1	单选题	30	1	6
648	197	3	填空题	10	2	2
649	197	4	判定题	10	3	1
650	197	8	查找算法编程题	50	4	1
651	195	7		10	6	2
652	198	8	实训项目	100	1	3
653	199	1	单选题	40	1	20
654	199	3	填空题	20	2	10
655	199	4	判断题	20	3	10
656	199	8	程序设计题	20	4	2
657	200	1	单选题	34	1	17
658	200	3	填空题	10	2	5
659	200	4	判断题	20	3	10
661	200	5	简答题	11	4	1
662	200	6	计算题	25	5	5
663	201	1		0	1	0
664	201	3		0	2	0
665	201	4		0	3	0
666	201	7		0	4	0
667	201	6		0	5	0
668	202	1	单项选择题	104	1	3
670	203	1	单项选择题	3	1	2
671	204	1	           单项选择	5	1	1
672	206	1	单项选择题	100	1	100
673	207	1	单项选择题	100	1	100
674	208	1	单项选择题	100	1	100
675	209	1	单项选择题	56	1	14
676	209	3	填空题	24	2	10
677	209	4	判断题	7	3	7
678	209	8	编程题	13	4	2
679	210	1	单项选择	40	1	20
680	210	3	填空题	24	2	10
681	210	4	判断题	10	3	10
682	210	8	编程题	26	4	2
683	211	8	编程题	100	1	4
684	212	1	单选题	40	1	20
685	212	3	填空题	30	2	10
686	212	4	判断题	12	3	6
687	212	8	编程题	18	4	1
688	213	8	编程题	100	1	4
689	214	8	结构化编程实训	100	1	3
691	215	8	实训项目	100	1	3
692	216	1	单选题	56	1	28
693	216	3	填空题	20	2	8
694	216	4	判定题	10	3	5
695	216	8	编程题	14	4	2
696	217	1	单选	24	1	24
697	218	1	单选	10	1	10
698	219	1	单选题	42	1	42
699	220	1	单选题	42	1	42
700	221	1	单选题	33	1	33
701	222	1	单选题	29	1	29
702	223	3	填空题	134	1	84
703	223	4	判断题	48	2	48
704	223	5	简答题	55	3	11
705	223	6	计算题	30	4	6
706	223	7	分析题	15	5	3
707	224	1		48	1	24
708	225	1	单项选择题	27	1	9
709	225	3	填空题	35	2	7
710	225	4	判断题	9	3	3
711	225	8	实训题	29	4	1
712	226	1	选择题	100	1	50
716	227	1	单选题	48	1	16
717	227	3	填空题	15	2	3
719	227	8	实训题	37	3	5
720	228	8	编程题	100	1	4
721	229	1	选择题	64	1	32
722	229	4	判断题	20	2	10
724	229	7	分析题	16	3	2
725	230	8	实训项目	100	1	2
726	231	8	实训项目	100	1	2
727	232	1	单选题	44	1	22
728	232	3	填空题	10	2	5
729	232	4	判定题	9	3	3
730	232	8	应用编程题	37	4	4
734	233	8	编程题	100	1	5
735	234	8	编程题	100	1	5
736	235	1	单选题	72	1	24
737	235	3	填空题	28	2	8
738	236	8	实训项目	100	1	3
739	237	1	单选选择题	56	1	28
740	237	3	填空题	26	2	11
741	237	4	判定题	7	3	7
742	237	8	应用编程题	11	4	3
743	238	1	单选题	20	1	10
744	238	3	填空题	20	2	7
745	238	4	判断题	40	3	20
746	238	7	分析题	20	4	2
747	239	8	编程题	100	1	4
748	240	1	单选题	54	1	27
749	240	3	填空题	20	2	8
750	240	4	判断题	8	3	4
751	240	9		18	4	2
752	241	8	编程题	100	1	4
753	242	8	编程题	105	1	7
754	243	8	编程题	100	1	7
755	244	8	实训项目	100	1	2
756	245	8	实训项目	100	1	2
757	246	1	单选题	50	1	25
758	246	3	填空题	9	2	3
759	246	4	判断题	8	3	4
760	246	8	编程题	33	4	2
761	247	8	编程题	100	1	4
762	248	1	选择题	70	1	35
763	248	4	判断题	20	2	10
764	248	3	填空题	10	3	3
765	249	8	编程题	100	1	3
766	181	1		0	6	0
767	250	1	单选选择题	50	1	25
768	250	3	填空题	24	2	9
769	250	4	判断题	14	3	7
770	250	9	编程题	12	4	2
773	252	1		40	1	20
774	252	3		20	2	15
775	252	4		10	3	10
776	252	5		20	4	4
777	252	8		10	5	1
778	253	1	选择题	64	1	16
779	253	3	填空题	8	2	4
780	253	4	判断题	8	3	4
781	253	8	编程题	20	4	1
782	251	1	单选	40	1	40
783	251	3	填空	20	2	17
784	251	4	判断	15	3	15
785	251	5	简答	10	4	2
786	251	7	分析设计题	5	5	1
787	251	8	编程题	10	6	1
788	254	1	单选选择题	38	1	19
789	254	3	填空题	16	2	8
790	254	4	判断题	26	3	13
791	254	8	应用编程题	20	4	1
792	255	1	单选题	24	1	12
793	255	3	填空题	36	2	11
794	255	4	判断题	30	3	15
795	255	8	应用编程题	10	4	1
796	256	1	单选题	58	1	29
797	256	3	填空题	18	2	9
798	256	4	判断题	24	3	12
799	257	1	选择题	42	1	21
800	257	3	填空题	24	2	11
801	257	4	判断题	10	3	5
802	257	8	编程题	24	4	2
803	258	3		0	1	0
804	259	3		123	1	103
805	260	1		125	1	125
806	258	2		0	2	0
807	261	2		116	1	29
808	262	8	实训项目	100	1	4
809	263	1	单选择题	30	1	6
810	263	3	填空题	16	2	6
811	263	4	判断题	20	3	4
812	263	8	程序设计题	34	4	1
813	264	8	实训项目	100	1	4
814	265	1	单选题	22	1	11
815	265	3	填空题	16	2	8
816	265	4	判断题	14	3	7
817	265	8	应用编程题	48	4	2
818	266	1		100	1	20
821	267	4		75	1	15
822	268	1	单选题	48	1	12
823	268	3	填空题	20	2	4
824	268	4	判断题	24	3	6
825	268	7	设计分析题	8	4	1
826	269	1		50	1	25
827	270	1		100	1	20
828	271	1	单项选择题	30	1	9
829	271	3	填空题	30	2	5
830	271	4	判定题	40	3	8
836	273	1	单选题	40	1	40
837	273	3	填空题	31	2	25
838	273	4	判断题	20	3	20
839	273	5	简答题	18	4	6
840	273	7	分析题	6	5	2
841	273	8	程序设计题	12	6	4
842	274	1	单选题	40	1	40
843	274	3	填空题	31	2	25
844	274	4	判断题	20	3	20
845	274	5	简答题	18	4	6
846	274	7	分析题	6	5	2
847	274	8	程序题	12	6	4
848	275	8	实训项目	100	1	2
849	276	1		40	1	20
850	277	1	单选择题	44	1	22
851	277	3	填空题	35	2	6
852	277	4	判定题	22	3	11
853	278	1	单项选择题	90	1	18
854	278	3	填空题	5	2	1
856	278	8	应用编程题	5	3	1
857	279	1	单选题	40	1	40
858	279	3	填空题	25	3	25
859	279	4	判断题	20	4	20
860	279	5	简答题	18	5	6
861	279	6	计算题	0	6	0
862	279	7	分析题	6	7	2
863	279	8	程序设计题	12	8	4
864	279	9	程序改错题	12	9	4
865	280	1	单项选择题	15	1	3
866	280	8	应用编程题	85	2	1
867	281	1		60	1	30
868	282	1		52	1	26
869	282	4		40	2	20
870	283	1	单选题	40	1	40
871	283	3	填空题	33	2	25
872	283	4	判断题	20	3	20
873	283	5	简答题	18	4	6
874	283	6	计算题	0	5	0
875	283	7	分析题	6	6	2
876	283	8	程序题	12	7	4
877	283	9	程序改错题	12	8	4
878	284	1	单选题	49	1	49
879	284	3	填空题	35	3	29
880	284	4	判断题	10	4	10
881	284	5	简答题	18	5	6
882	284	6	计算题	0	6	0
883	284	7	分析题	3	7	1
884	284	8	程序设计题	6	8	2
885	284	9	程序改错题	6	9	2
886	285	1	单选	206	1	103
887	285	3	填空	77	2	42
888	285	5	简答	100	3	25
889	285	7	分析	160	4	20
890	285	6	计算	128	5	16
891	286	1		172	1	86
892	286	4		25	2	25
893	287	1	单选题	35	1	35
894	287	3	填空题	25	2	14
895	287	5	简答题	36	3	9
896	287	7	分析题	42	4	7
897	287	6	计算与综合题	48	5	6
898	288	1	单选	0	1	0
899	288	3	填空	0	2	0
900	288	5	简答	0	3	0
901	288	7	分析	0	4	0
902	288	6	计算	0	5	0
903	289	5	简答	0	1	0
904	289	6	计算	0	2	0
905	289	7	分析	0	3	0
906	290	5	简答	25	1	25
907	290	7	分析	20	2	20
908	290	6	计算	16	3	16
909	291	1	单选题	12	1	6
910	291	3	填空题	14	2	3
911	291	5	简答题	34	3	2
912	291	6	计算题	40	4	1
913	292	1	选择题	56	1	14
914	292	3	填空题	18	2	8
915	292	4	判断题	20	3	10
916	292	5	简答题	6	4	1
917	294	1	单项选择题	75	1	15
918	294	3	填空题	16	2	7
919	294	4	判定题	9	3	2
921	295	1	单项选择题	14	1	14
922	295	3	填空题	36	2	8
923	295	5	简答题	30	3	2
924	295	6	计算题	20	4	1
925	296	8	编程题	100	1	5
926	297	1	单选题	54	1	27
927	297	3	填空题	18	2	8
928	297	4	判断题	10	3	5
929	297	8	编程题	18	4	2
930	298	8	程序设计题	25	1	1
931	298	7	程序分析题	75	2	4
932	299	1	单选题	40	1	20
933	299	3	填空题	12	2	4
934	299	4	判断题	8	3	4
936	299	5	简答题	40	4	4
937	300	1	单选题	45	1	15
938	300	3	填空题	33	2	10
939	300	4	判断师	22	3	11
940	301	1	单项选择题	30	1	10
941	301	3	填空题	20	2	5
942	301	4	判定题	20	3	6
943	301	6	计算分析题	30	4	2
944	302	8	程序设计题	100	1	5
945	303	1	单选题	50	1	25
946	303	3	填空题	18	2	7
947	303	4	判断题	6	3	3
949	303	9	程序改错	26	4	2
950	305	8	编程题	100	1	5
951	306	1	选择题	52	1	26
952	306	6	计算题	20	2	4
954	306	8	编程题	28	3	2
956	304	1	单选题	84	1	28
957	304	5	简答题	6	2	1
958	304	6	计算题	10	3	1
959	307	1		40	1	20
960	308	1		40	1	20
961	309	1		60	1	30
962	310	1		60	1	30
963	311	1	单选题	68	1	34
964	311	4	判断题	12	2	6
965	311	6	计算题	15	3	3
966	311	5	简答题	5	4	1
967	312	1	单选题	45	1	15
968	312	3	填空题	20	2	10
969	312	4	判断题	20	3	10
970	312	8	程序设计题	0	4	0
971	312	6	计算题	15	5	2
972	313	1		68	1	34
973	314	1		40	1	20
974	315	1	单项选择题	24	1	6
975	315	3	填空题	8	2	2
976	315	4	判定题	15	3	3
977	315	6	计算分析题	53	4	2
978	316	8		100	1	4
979	317	1		100	1	50
984	319	8	实训项目	100	1	3
985	320	1	单选题	40	1	20
986	320	3	填空题	22	2	10
987	320	4	判断题	20	3	10
988	320	6	计算题	18	4	2
990	318	4		52	1	52
991	321	8	实训项目	100	1	3
992	322	1	单项选择题	55	1	11
993	322	3	填空题	45	2	5
995	323	1	单选题	44	1	22
996	323	4	判断题	34	2	17
997	323	5	简答题	8	3	2
998	323	6	计算题	14	4	2
999	324	8	实训项目	100	1	1
1000	325	8	实训项目	100	1	1
1001	326	1	单选题	52	1	26
1002	326	3	填空题	14	2	7
1003	326	4	判断题	12	3	6
1004	326	6	计算题	22	4	2
1005	327	8	实训项目	100	1	1
1006	328	1	单选题	40	1	20
1007	328	5	简答题	15	2	1
1008	328	4	判断题	15	3	5
1011	328	3	填空题	30	4	6
1012	329	1	选择题	20	1	10
1013	329	3	填空题	44	2	19
1014	329	4	判断题	12	3	6
1015	329	8	程序设计题	24	4	3
1016	330	8	实训项目	100	1	1
1022	332	1	单项选择题	51	1	17
1023	332	3	填空题	16	2	7
1024	332	4	判定题	14	3	7
1025	332	5	简答题	5	4	1
1026	332	8	应用编程题	14	5	3
1027	333	1	单项选择题	44	1	11
1028	333	3	填空题	30	2	4
1029	333	4	判定题	16	3	8
